LPM,hierarchical-complete
(A_ACCEPTED | O_CREATED)(A_ACCEPTED | O_SELECTED)(W_Nabellen incomplete dossiers | A_ACCEPTED),9
(W_Valideren aanvraag | A_ACCEPTED)(A_ACCEPTED | A_FINALIZED)(A_ACCEPTED | O_SENT)(A_FINALIZED | O_CREATED),9
(A_FINALIZED | O_SENT)(W_Valideren aanvraag | A_ACCEPTED)(A_ACCEPTED | O_CREATED)(A_ACCEPTED | A_FINALIZED),9
(W_Afhandelen leads | O_SENT)(O_SELECTED | O_SENT)(A_ACCEPTED | O_SELECTED),9
(O_SELECTED | O_CREATED)(W_Valideren aanvraag | A_ACCEPTED)(W_Valideren aanvraag | A_FINALIZED)(A_FINALIZED | O_SELECTED)(O_SELECTED | O_SENT)(A_ACCEPTED | O_SELECTED),9
(A_ACCEPTED | O_SENT)(O_CREATED | O_SENT)(W_Nabellen incomplete dossiers | O_CREATED),9
(O_SELECTED | O_CREATED)(W_Valideren aanvraag | A_FINALIZED)(O_CREATED | O_SENT)(A_FINALIZED | O_CREATED),9
(W_Valideren aanvraag | A_ACCEPTED)(A_ACCEPTED | O_SENT)(W_Valideren aanvraag | A_FINALIZED)(O_CREATED | O_SENT)(A_FINALIZED | O_CREATED),9
(A_FINALIZED | O_SENT)(W_Valideren aanvraag | A_ACCEPTED)(A_ACCEPTED | O_CREATED)(W_Valideren aanvraag | A_FINALIZED)(O_CREATED | O_SENT),9
(A_ACCEPTED | A_FINALIZED)(O_CREATED | O_SENT)(A_FINALIZED | O_SELECTED)(O_SELECTED | O_SENT),7
(W_Valideren aanvraag | A_ACCEPTED)(A_ACCEPTED | O_SENT)(O_CREATED | O_SENT),9
(W_Afhandelen leads | A_DECLINED)(A_CANCELLED | W_Afhandelen leads)(A_CANCELLED | O_CANCELLED),9
(O_SELECTED | O_CREATED)(A_ACCEPTED | O_CREATED),2
(O_SELECTED | O_CREATED)(O_CREATED | O_SENT)(A_FINALIZED | O_CREATED)(O_SENT | W_Afhandelen leads),9
(A_ACCEPTED | A_FINALIZED)(W_Valideren aanvraag | A_FINALIZED)(O_CREATED | O_SENT)(A_FINALIZED | O_SELECTED)(A_FINALIZED | O_CREATED)(O_SELECTED | O_SENT),9
(A_FINALIZED | O_SENT)(O_SELECTED | O_CREATED)(A_ACCEPTED | A_FINALIZED)(W_Valideren aanvraag | A_FINALIZED)(O_CREATED | O_SENT)(A_FINALIZED | O_SELECTED),9
(O_CANCELLED | O_CREATED)(O_CREATED | A_ACCEPTED),9
(A_FINALIZED | O_SENT)(A_ACCEPTED | A_FINALIZED)(O_CREATED | O_SENT)(A_FINALIZED | O_CREATED)(W_Nabellen incomplete dossiers | A_ACCEPTED),9
(O_CANCELLED | A_ACCEPTED)(A_CANCELLED | O_CANCELLED),9
(O_CANCELLED | A_ACCEPTED)(A_CANCELLED | O_CANCELLED)(A_CANCELLED | A_ACCEPTED)(A_ACCEPTED | O_SELECTED),9
(O_CREATED | O_SENT)(A_FINALIZED | O_SELECTED)(A_FINALIZED | O_CREATED)(W_Afhandelen leads | A_FINALIZED)(O_SELECTED | O_SENT),9
(A_FINALIZED | O_SENT)(O_SELECTED | O_CREATED)(O_CREATED | O_SENT)(A_FINALIZED | O_SELECTED)(W_Afha
